,Unnamed: 0,File Name,Candidate,Sentence,Propaganda Segments,Loaded_Language,"Name_Calling,Labeling",Repetition,"Exaggeration,Minimisation",Doubt,Appeal_to_fear-prejudice,Flag-Waving,Causal_Oversimplification,Slogans,Appeal_to_Authority,Black-and-White_Fallacy,Thought-terminating Cliches,"Whataboutism,Straw_Men,Red_Herring","Obfuscation,Intentional_Vagueness,Confusion","Bandwagon,Reductio_ad_hitlerum",Num Prop,Thought-terminating_Cliches,Content_Category
2090,2090,HC_press_release_229.txt,HC,I have been a committed Democrat and political junkie ever since,committed Democrat and political junkie: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
2091,2091,HC_press_release_229.txt,HC,Im a transgender man a dad of two young daughters and a progressive committed to social justice,"progressive: Whataboutism,Straw_Men,Red_Herring",,,,,,,,,,,,,1.0,,,1.0,,press_release
2092,2092,HC_press_release_229.txt,HC,"When I think about her record and her positions on trans and LGBT equality on HIV and AIDS on womens rights—on a range of issues that matter most to me—I know she is going to work hard building a better tomorrow and pushing forward on the issues that matter most."" Janice Covington 1972—working on the campaign for Billy Creel for North Carolina Labor Commissioner! Vote Democrat and for Hillary! Because I feel she is the most qualified",Vote Democrat: Slogans,,,,,,,,,1.0,,,,,,,1.0,,press_release
2093,2093,HC_press_release_229.txt,HC,Not just lip service or media sound bites but real honest policies backed with experience is what matters,lip service or media sound bites: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,press_release
2094,2094,HC_press_release_229.txt,HC,"She is the only candidate who cares deeply about ALL of us."" Diego Sanchez ""My passion for politics began as a 12-year-old child delivering flyers to re-elect Congressman Henry B","""the only candidate who cares deeply about ALL of us."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,press_release
2095,2095,HC_press_release_229.txt,HC,Two: Hillary Clinton must be our next president because of her public service experience her passionate and fearless leadership and her support of communities and people who cannot be forgotten and wont be by her,"Hillary Clinton must be our next president: Flag-Waving, ""passionate and fearless leadership"": Loaded_Language",,,,,,,1.0,,,,,,,,,2.0,,press_release
2096,2096,HC_press_release_229.txt,HC,I support Hillary because I want our next president to be brilliant and brave and she is both,our next president to be brilliant and brave: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,press_release
2097,2097,HC_press_release_56.txt,HC,"Weve got to do something about the violence in our communities—especially gun violence—and the racial and economic injustice thats connected to it.?"" ""Hillary seems to be the only candidate right now whos talking about how we can be strategic in trying to solve this problem",Weve got to do something about the violence in our communities—especially gun violence—and the racial and economic injustice thats connected to it: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,press_release
2098,2098,HC_press_release_56.txt,HC,"One year he and his brother wanted Big Wheels (you remember those cars? they were the thing) and when they saw them Christmas morning their eyes lit up: ""Oh baby! Oh wow!"" Eric turned to his brother and said ""Now I know we are rich."" ""We werent rich","""""""Oh baby"": Loaded_Language, """"Oh wow!"""""""": Loaded_Language",2.0,,,,,,,,,,,,,,,2.0,,press_release
2099,2099,HC_press_release_56.txt,HC,With all the violence and injustice thats upon us today we need a candidate who can move us forward—thats Hillary,violence: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
2100,2100,HC_press_release_57.txt,HC,Senate recently had a chance to close this loophole— Even though federal law prohibits felons from purchasing or possessing guns that prohibition does not apply to many convicted stalkers—because federal law does not prohibit people convicted of misdemeanor stalking offenses from buying guns,"stalkers: Whataboutism,Straw_Men,Red_Herring",,,,,,,,,,,,,1.0,,,1.0,,press_release
2101,2101,HC_press_release_57.txt,HC,"""Hillary has always stood up to the gun lobby—and as president shell work to close these outrageous loopholes while protecting the rights of responsible gun owners."" ""Learn more about Hillarys plan to address gun violence"" ","outrageous loopholes: Whataboutism,Straw_Men,Red_Herring",,,,,,,,,,,,,1.0,,,1.0,,press_release
2102,2102,HC_press_release_95.txt,HC,This caucus could come down to a razor-thin margin of victory so the most important thing you can do today is to jump on the phone and remind some Iowans to get out and caucus,razor-thin margin of victory: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,press_release
2103,2103,HC_remarks_214.txt,HC,"Now we may not have always agreed on every detail but weve always shared an unwavering unshakable commitment to our alliance and to Israels future as a secure and democratic homeland for the Jewish people."" ""And your support helped us expand security and intelligence cooperation develop the Iron Dome missile defense system build a global coalition to impose the toughest sanctions in the history on Iran and so much more","the toughest sanctions in the history: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,remarks
2104,2104,HC_remarks_214.txt,HC,Candidates for president who think the United States can outsource Middle East security to dictators or that America no longer has vital national interests at stake in this region are dangerously wrong,Candidates for president who think the United States can outsource Middle East security to dictators or that America no longer has vital national interests at stake in this region are dangerously wrong It would be a serious mistake for the United States to abandon our responsibilities or cede the mantle of leadership for: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2105,2105,HC_remarks_214.txt,HC,"""As we gather here three evolving threats Irans continued aggression a rising tide of extremism across a wide ark of instability and the growing effort to delegitimize Israel on the world stage are converging to make the U.S.-Israel alliance more indispensable than ever."" We have to combat all these trends with even more intense security and diplomatic cooperation",rising tide of extremism: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2106,2106,HC_remarks_214.txt,HC,This is especially true at a time when Israel faces brutal terrorist stabbings shootings and vehicle attacks at home,brutal: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2107,2107,HC_remarks_214.txt,HC,These attacks must end immediately and Palestinian leaders need to stop inciting violence stop celebrating terrorists as martyrs and stop paying rewards to their families,"attacks must end immediately: Appeal_to_fear-prejudice, ""terrorists"": Appeal_to_fear-prejudice",,,,,,2.0,,,,,,,,,,2.0,,remarks
2108,2108,HC_remarks_214.txt,HC,Indeed at a time of unprecedented chaos and conflict in the region America needs an Israel strong enough to deter and defend against its enemies strong enough to work with us to tackle shared challenges and strong enough to take bold steps in the pursuit of peace,"unprecedented chaos and conflict: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,remarks
2109,2109,HC_remarks_214.txt,HC,"Many of the young people here today are on the front lines of the battle to oppose the alarming boycott divestment and sanctions movement known as BDS."" Particularly at a time when anti-Semitism is on the rise across the world especially in Europe we must repudiate all efforts to malign isolate and undermine Israel and the Jewish people",alarming: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2110,2110,HC_remarks_214.txt,HC,"""Ive been sounding the alarm for a while now",sounding the alarm: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2111,2111,HC_remarks_214.txt,HC,Many of its proponents have demonized Israeli scientists and intellectuals even students,demonized: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2112,2112,HC_remarks_214.txt,HC,"To all the college students who may have encountered this on campus I hope you stay strong keep speaking out dont let anyone silence you bully you or try to shut down debate especially in places of learning like colleges and universities."" Anti-Semitism has no place in any civilized society","bully: Repetition, """"Anti-Semitism has no place in any civilized society Not in America not in Europe not anywhere """""""": Slogans",,,1.0,,,,,,,,,,,,,2.0,,remarks
2113,2113,HC_remarks_214.txt,HC,"Well my friends Israels security is non-negotiable."" ""I have sat in Israeli hospital rooms holding the hands of men and women whose bodies and lives were torn apart by terrorist bombs","""non-negotiable."""""": Black-and-White_Fallacy",,,,,,,,,,,1.0,,,,,1.0,,remarks
2114,2114,HC_remarks_214.txt,HC,"Some things arent negotiable and anyone who doesnt understand that has no business being our president."" ""The second choice we face is whether we will have the strength and commitment to confront the adversaries that threaten us especially Iran","anyone who: Name_Calling,Labeling, """"has no business being our president."""""""": Black-and-White_Fallacy",,1.0,,,,,,,,,,,,,,2.0,,remarks
2115,2115,HC_remarks_214.txt,HC,"After all this remains an extremist regime that threatens to annihilate Israel."" ""Thats why I led the diplomacy to impose crippling sanctions and force Iran to the negotiating table and why I ultimately supported the agreement that has put a lid on its nuclear program","""threatens to annihilate Israel."""""": Appeal_to_fear-prejudice, ""crippling sanctions"": Loaded_Language",,,,,,1.0,,,,,,,,,,2.0,,remarks
2116,2116,HC_remarks_214.txt,HC,"Our approach must be distrust and verify."" ""This deal must come with vigorous enforcement strong monitoring clear consequences for any violations and a broader strategy to confront Irans aggression across the region",vigorous enforcement: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2117,2117,HC_remarks_214.txt,HC,"If Im elected the leaders of Iran will have no doubt that if we see any indication that they are violating their commitments not to seek develop or acquire nuclear weapons the United States will act to stop it and that we will do so with force if necessary."" Iranian provocations like the recent ballistic missile tests also are unacceptable and should be answered firmly and quickly including with more sanctions",unacceptable: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2118,2118,HC_remarks_214.txt,HC,"Those missiles were stamped with words declaring and I quote ""Israel should be wiped from the pages of history."" We know they could reach Israel or hit the tens of thousands of American troops stationed in the Middle East","""""""Israel should be wiped from the pages of history."""""": Slogans",,,,,,,,,1.0,,,,,,,1.0,,remarks
2119,2119,HC_remarks_214.txt,HC,This is a serious danger and it demands a serious response,This is a serious danger and it demands a serious response: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2120,2120,HC_remarks_214.txt,HC,We should continue to demand the safe return of Robert Levinson and all American citizens unjustly held in Iranian prisons,American: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2121,2121,HC_remarks_214.txt,HC,The United States and Israel also have to stand together against the threat from ISIS and other radical jihadists,radical jihadists: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2122,2122,HC_remarks_214.txt,HC,This is a threat that knows no borders,a threat that knows no borders: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2123,2123,HC_remarks_214.txt,HC,But at the same time all of us must condemn actions that setback the cause of peace,condemn: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2124,2124,HC_remarks_214.txt,HC,That poisons the future,poisons the future: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2125,2125,HC_remarks_214.txt,HC,Everyone has to do their part by avoiding damaging actions including with respect to settlements,damaging: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2126,2126,HC_remarks_214.txt,HC,And let me be clear I would vigorously oppose any attempt by outside parties to impose a solution including by the U.N,vigorously oppose: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2127,2127,HC_remarks_214.txt,HC,You know we look at the pride parade in Tel Aviv one of the biggest and most prominent in the world and we marvel that such a bastion of liberty exists in a region so plagued by intolerance,"bastion of liberty: Name_Calling,Labeling, ""so plagued by intolerance"": Loaded_Language",,1.0,,,,,,,,,,,,,,2.0,,remarks
2128,2128,HC_remarks_214.txt,HC,"We see the vigorous even raucous debate in Israeli politics and feel right at home."" ""And of course some of us remember a woman Golda Meir leading Israels government decades ago and wonder whats taking us so long here in America."" ""But we cannot rest on what previous generations have accomplished",vigorous even raucous: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2129,2129,HC_remarks_214.txt,HC,"Now in a democracy were going to have differences but what Americans are hearing on the campaign trail this year is something else entirely encouraging violence playing coy with white supremacists calling for 12 million immigrants to be rounded up and deported demanding we turn away refugees because of their religion and proposing a ban on all Muslims entering the United States."" ""Now weve had dark chapters in our history before we remember the nearly 1000 Jews aboard the St","violence: Loaded_Language, ""white supremacists calling for 12 million immigrants to be rounded up and deported demanding we turn away refugees because of their religion"": Whataboutism,Straw_Men,Red_Herring, ""dark"": Loaded_Language",2.0,,,,,,,,,,,,,,,3.0,,remarks
2130,2130,HC_remarks_214.txt,HC,Louis who were refused entry in 1939 and sent back to Europe but America should be better than this and I believe its our responsibility as citizens to say so,America should be better than this: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2131,2131,HC_remarks_214.txt,HC,"If you see a bully stand up to him."" ""On Wednesday evening Jews around the world will celebrate the Festival of Purim and children will learn the story of Esther who refused to stay silent in the face of evil",bully: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2132,2132,HC_remarks_214.txt,HC,"It wasnt easy she had a good life and by speaking out she risked everything but as Mordecai reminded her we all have an obligation to do our part when danger gathers and those of us with power or influence have a special responsibility to do whats right."" As Elie Wiesel said when accepting the Nobel Peace Prize ""Neutrality helps the oppressor never the victim","""""""Neutrality helps the oppressor never the victim Silence encourages the tormentor"": Slogans",,,,,,,,,1.0,,,,,,,1.0,,remarks
2133,2133,HC_remarks_406.txt,HC,In here in this magnificent house of worship we pray for peace when there is too much violence outside of these walls,violence: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2134,2134,HC_remarks_406.txt,HC,"Not everyone can march but everyone can talk and everyone can reach out and everyone can vote."" Too many African American families have been in the same tragic situation that the Scott family has found themselves",tragic: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2135,2135,HC_remarks_406.txt,HC,And we also know -- and we must not forget -- that violence has touched the families of police officers,violence: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2136,2136,HC_remarks_406.txt,HC,"""Its been a hard year hasnt it? Think about how many times President Obama has had to console our nation about another senseless tragedy another shattered family another distressed community","our nation: Repetition, ""senseless tragedy"": Repetition, ""shattered family"": Repetition, ""distressed community"": Repetition",,,4.0,,,,,,,,,,,,,4.0,,remarks
2137,2137,HC_remarks_406.txt,HC,"Last Monday at the city council meeting 10-year-old Taje Gaddy said I wake up every morning scared that I wont get to grow up because I am black."" ""A nine-year-old Zianna Oliphant whos here with us today along with her brother Marquis and her family also spoke at that city council meeting with tears pouring down her face","""scared that I wont get to grow up because I am black."""""": Appeal_to_fear-prejudice",,,,,,1.0,,,,,,,,,,1.0,,remarks
2138,2138,HC_remarks_406.txt,HC,It makes my heart ache when kids like Zianna are going through this and trying to make sense of the absolutely senseless,"my heart ache: Loaded_Language, ""absolutely senseless"": Repetition",1.0,,,,,,,,,,,,,,,2.0,,remarks
2139,2139,HC_remarks_406.txt,HC,I wouldnt be able to stand it if my grandchildren had to be scared and worried the way too many children across our country feel right now,scared: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2140,2140,HC_remarks_406.txt,HC,We can call for reforms to policing while still appreciating the many courageous and admirable officers out there who are doing their jobs with honor and integrity,"courageous and admirable officers: Repetition, """"doing their jobs with honor and integrity """""""": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
2141,2141,HC_remarks_406.txt,HC,In uniform he wrote I get nasty hateful looks,nasty hateful: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2142,2142,HC_remarks_406.txt,HC,I believe we need end-to-end reform in our criminal justice system not half measures but full measures with real follow-through,we need end-to-end reform in our criminal justice system not half measures but full measures with: Black-and-White_Fallacy,,,,,,,,,,,1.0,,,,,1.0,,remarks
2143,2143,HC_remarks_406.txt,HC,Face the fact that black men are far more likely to be stopped searched by police charged with crimes and sentenced to longer prison terms than white men for doing the same thing,black: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2144,2144,HC_remarks_406.txt,HC,We need to fix a system where too many black parents are taken from their kids and imprisoned for minor offenses,"black: Repetition, ""taken"": Exaggeration,Minimisation",,,1.0,,,,,,,,,,,,,2.0,,remarks
2145,2145,HC_remarks_406.txt,HC,And yes we have got to fight for common sense reforms to stop the epidemic of gun violence in our communities,epidemic of gun violence: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2146,2146,HC_remarks_406.txt,HC,Weve got to make sure there are good jobs equality affordable housing in every zip code in America,Weve got to make sure there are good jobs equality affordable housing in every zip code in America We need to make investments in communities that have been left out and left behind: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2147,2147,HC_remarks_406.txt,HC,I think about that every time I see my grandchildren or every time I see a bright energetic impressive young woman like Zianna,bright energetic impressive: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2148,2148,HC_remarks_406.txt,HC,But it is righteous work,righteous: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2149,2149,HC_remarks_406.txt,HC,Protecting all of Gods children is Americas calling,Gods children: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2150,2150,HC_remarks_407.txt,HC,"""Thank you! Wow! Hello Akron! Wow! I am so excited! Its just fabulous being back here again","Wow: Repetition, ""I am so excited"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
2151,2151,HC_remarks_407.txt,HC,Who here is planning to vote? Well that is very good news because this is the most consequential election I think in our lifetimes,"the most consequential election I think in our lifetimes The choice could not be clearer: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,remarks
2152,2152,HC_remarks_407.txt,HC,Tim Kaine and his wonderful wife Anne have been here,wonderful: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2153,2153,HC_remarks_407.txt,HC,"And I will be back because we care about Ohio and we want to make sure Ohio makes the best choice for the future of the people of this great state."" ""Now Im going to close this campaign the way that I started my career a long time ago fighting for kids and families standing up for people who may need a little extra boost in life making sure that this country delivers on the promise of the American dream","""we care about Ohio and we want to make sure Ohio makes the best choice for the future of the people of this great state."""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
2154,2154,HC_remarks_407.txt,HC,See I believe the American dream is big enough for everybody,American dream: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2155,2155,HC_remarks_407.txt,HC,"And he then has taken advantage of every single element of our tax code of our economy that he could."" ""And along the way along the way he has stiffed people – small businesses and workers and contractors","""has taken advantage of every single element of our tax code of our economy that he could."""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
2156,2156,HC_remarks_407.txt,HC,And the man was stunned as so many hundreds and hundreds of people have been,"stunned: Doubt, ""so many hundreds and hundreds"": Exaggeration,Minimisation",,,,,1.0,,,,,,,,,,,2.0,,remarks
2157,2157,HC_remarks_407.txt,HC,And I cant imagine having a president who believes that thats the way youre supposed to treat people,"""a president who believes that thats the way youre supposed to treat people But youre going to help me make sure he never gets near the White House."""""": Doubt",,,,,1.0,,,,,,,,,,,1.0,,remarks
2158,2158,HC_remarks_407.txt,HC,And then every time they put somebody into a new account they got fees which then gave them the chance to get a bigger bonus – a really crummy game that hurt people,really crummy: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2159,2159,HC_remarks_407.txt,HC,"And the behavior of Wells Fargo shows clearly that we have got to keep the pressure on these big banks so they can never wreck the economy again the way they did back in 2008."" ""I have said were never going to let Wall Street wreck Main Street again and I mean it","""we have got to keep the pressure on these big banks so they can never wreck the economy again the way they did back in 2008."""""": Appeal_to_fear-prejudice, ""Wall Street wreck Main Street again"": Loaded_Language",,,,,,1.0,,,,,,,,,,2.0,,remarks
2160,2160,HC_remarks_407.txt,HC,Ask yourself this: Who loses money on casinos? Really,Who loses money on casinos: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2161,2161,HC_remarks_407.txt,HC,And yesterday some of his supporters said Well it just shows hes a genius that he didnt pay any taxes,Well it just shows hes a genius that he didnt pay any taxes: Doubt,,,,,1.0,,,,,,,,,,,1.0,,remarks
2162,2162,HC_remarks_407.txt,HC,"Well what kind of genius loses a billion dollars in the first place?"" ""In the debate he said not paying taxes made him smart","""what kind of genius loses a billion dollars in the first place?"""""": Repetition, ""not paying taxes"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
2163,2163,HC_remarks_407.txt,HC,It means that all the rest of us who pay our taxes right – whats he saying about us? But more than that zero taxes means zero for our vets zero for our military zero for Pell Grants to send young people to college zero for health zero for education,"our taxes: Repetition, ""whats he saying about us"": Doubt",,,1.0,,,,,,,,,,,,,2.0,,remarks
2164,2164,HC_remarks_407.txt,HC,And you stop and ask yourself this is the same person whos been going around really just dumping on America,this is the same person whos been going around really just dumping on America He says our militarys a disaster Well he could not be more wrong but thank goodness the rest of us paid to support our men and women: Doubt,,,,,1.0,,,,,,,,,,,1.0,,remarks
2165,2165,HC_remarks_407.txt,HC,He says our militarys a disaster,"our militarys: Flag-Waving, ""disaster"": Loaded_Language",,,,,,,1.0,,,,,,,,,2.0,,remarks
2166,2166,HC_remarks_407.txt,HC,"Well he could not be more wrong but thank goodness the rest of us paid to support our men and women in uniform who have done so much for us."" ""Today in Colorado he claimed he brilliantly used the laws to avoid paying taxes",brilliantly: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2167,2167,HC_remarks_407.txt,HC,Well that just shows number one he is the poster boy – the poster boy – for the same rigged system that he would make even worse,"the poster boy – the poster boy – for the same rigged system that he would make: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,remarks
2168,2168,HC_remarks_407.txt,HC,"Whats he want us to do pay him to lose money? Really?"" ""Theres a lot more to this story and were just slowly getting it into the public eye","Whats he want us to do pay him to lose money: Doubt, """"Really?"""""""": Repetition",,,,,1.0,,,,,,,,,,,2.0,,remarks
2169,2169,HC_remarks_407.txt,HC,So we know hes stiffed people didnt pay his bills,stiffed: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2170,2170,HC_remarks_407.txt,HC,"Show the American people your taxes."" ""Ill tell you another thing",Show the American people: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2171,2171,HC_remarks_407.txt,HC,So instead of buying his steel and aluminum from American plants here in Ohio and Pennsylvania instead of supporting hardworking families and American jobs he once again stiffed us,instead of buying his steel and aluminum from American plants here in Ohio and Pennsylvania instead of supporting hardworking families and American jobs he once again stiffed us He sent that money overseas Now he spends a lot of time bashing the Chinese right: Doubt,,,,,1.0,,,,,,,,,,,1.0,,remarks
2172,2172,HC_remarks_407.txt,HC,Now he spends a lot of time bashing the Chinese right? You hear that all the time when he talks,bashing the Chinese: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2173,2173,HC_remarks_407.txt,HC,"""Now for years China has been undermining American businesses and workers by illegally dumping cheap aluminum and steel into our markets",illegally dumping cheap aluminum: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2174,2174,HC_remarks_407.txt,HC,You know that right? And it sounds like Donald Trump has been buying that dumped steel and aluminum,"""buying that dumped steel and aluminum How can he make America great again when he wont even buy American products in our country?"""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
2175,2175,HC_remarks_407.txt,HC,"I have put forward an agenda to crack down on trade abuses from countries like China to stand up for American workers and to rebuild American infrastructure with American materials like steel and aluminum."" ""And today in Toledo I pointed out because Chrysler just announced an expansion of the plant there for the new Jeep Wrangler – about 700 more jobs right? I pointed out when the automobile industry was flat on its back and 850000 workers in Ohio could have been absolutely out of a job – more than we can even imagine in terms of the long-lasting impact on the economy here – Donald Trump said he didnt care","American: Flag-Waving, ""flat on its back"": Loaded_Language",,,,,,,1.0,,,,,,,,,2.0,,remarks
2176,2176,HC_remarks_407.txt,HC,"Save it dont save it; didnt matter to him."" ""Well Ill tell you where I stood","""didnt matter to him."""""": Thought-terminating_Cliches",,,,,,,,,,,,,,,,1.0,1.0,remarks
2177,2177,HC_remarks_407.txt,HC,Youve got to sit them down and point out how everything he says he wants to do is absolutely opposite of what he has done and how everything he has proposed will help people like him and his family but not the vast majority of families in Ohio,everything he says he wants to do is absolutely opposite of what he has done: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,remarks
2178,2178,HC_remarks_407.txt,HC,Thats part of the American dynamic spirit,part of the American dynamic spirit We want change: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2179,2179,HC_remarks_407.txt,HC,Its whether or not we have change that helps the vast majority of Americans hardworking Americans middle-class families or continues to only help those at the top,hardworking Americans: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2180,2180,HC_remarks_407.txt,HC,Donald Trump stood on the stage of his convention and just once again painted this dark and dire picture of America,dark and dire: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2181,2181,HC_remarks_407.txt,HC,He has a weird fascination with dictators like Vladimir Putin,dictators: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2182,2182,HC_remarks_407.txt,HC,"The last thing we want to do is just act like it doesnt matter because it does."" ""I was involved in putting together the sanctions against Iran that drove them to the negotiating table","""act like it doesnt matter because it does."""""": Loaded_Language",1.0,,,,,,,,,,,,,,,1.0,,remarks
2183,2183,HC_remarks_407.txt,HC,"Well theres no secret; he has no plan."" ""And weve got to do more – weve got to do more to make sure we protect our country","weve got to do more: Flag-Waving, ""weve got to do more to make sure we protect our country We"": Flag-Waving",,,,,,,2.0,,,,,,,,,2.0,,remarks
2184,2184,HC_remarks_407.txt,HC,"I will do everything I can to keep our country safe and to work with others to defeat the threat posed by terrorism."" ""And finally my friends weve got to bring our country back together","our country: Repetition, ""our country"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
2185,2185,HC_remarks_407.txt,HC,There is too much divisiveness too much finger-pointing and scapegoating,"finger-pointing: Repetition, ""scapegoating"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
2186,2186,HC_remarks_407.txt,HC,I dont believe in bait and switch where I say oh were going to do something and then I really am over here doing something else,bait: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
2187,2187,HC_remarks_407.txt,HC,I want every child in this country to have a chance to live up to his or her God-given potential,I want every child in this country to have a chance to live up to his or her God-given potential: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
2188,2188,HC_remarks_407.txt,HC,"And if you will help me win this election and then help me work to make it come true we will have a country that delivers on our dreams and a future we can all be proud of."" Thank you and God bless you!"" ","""if you will help me win this election and then help me work to make it come true we will have a country that delivers on our dreams and a future we can all be proud of."""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
2189,2189,HC_remarks_73.txt,HC,Thank you,"""Thank you Oh you are great Thank you """"Oh my goodness"": Repetition, """"Thank you Unbelievable Thank you very much Thank you very much Its a great honor Thank you """""""": Repetition, ""Thank you Wow! Thank you all Woo!n"": Repetition",,,3.0,,,,,,,,,,,,,3.0,,remarks
2190,2190,HC_remarks_73.txt,HC,"And when all of you decide to go caucus on Monday youre going to be the first people in the world to get to express an opinion about who should be the next president and commander in chief for our country."" ""And I know how seriously Iowans take this because Ive been talking with you and listening to you","""our country."""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
2191,2191,HC_remarks_73.txt,HC,"""I believe that the Republican policies that are being promoted by this crop of candidates that are traveling across our state and country would set our country back rip up the progress weve made and undermine our future","the Republican policies: Appeal_to_fear-prejudice, ""would set our country back rip up the progress weve made and undermine our future"": Appeal_to_fear-prejudice",,,,,,2.0,,,,,,,,,,2.0,,remarks
2192,2192,HC_remarks_73.txt,HC,"Lets take the economy."" ""You heard from them they are spouting the same failed economic policies: trickle-down economics; cut taxes on the wealthy; get out of the way of corporations","spouting the: Loaded_Language, ""failed economic policies"": Name_Calling,Labeling",1.0,,,,,,,,,,,,,,,2.0,,remarks
2193,2193,HC_remarks_73.txt,HC,Bush slashed taxes on the wealthy and got out of the way of corporations to the extent that the man he put in charge of keeping an eye on Wall Street took a chainsaw to a big stack of regulations and had a great big smile on his face,"great big smile: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,remarks
2194,2194,HC_remarks_73.txt,HC,I dont think President Obama gets the credit he deserves for digging us out of that big ditch that the Republicans put us in during their administration,big ditch: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
2195,2195,HC_remarks_73.txt,HC,"""  He passed and signed the toughest regulations on Wall Street since the 1930s the Dodd-Frank law; saved the auto industry which was on the brink of collapse which would have taken another you know couple of million jobs down with them",the toughest regulations on Wall Street since the 1930s: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
